price,reviews_per_month,accommodates,bathrooms,bedrooms,beds,property_type,room_type,neighbourhood,minimum_nights
50,1.54,3,1,1,2,House,Private room,Brighton,3
400,3.39,7,1,2,3,Apartment,Entire home/apt,Fenway,28
200,2.58,3,1,1,2,Apartment,Entire home/apt,South Boston,2
147,1.6,6,1,2,3,Apartment,Entire home/apt,North End,28
220,2.17,5,1.5,2,6,Other,Entire home/apt,Roxbury,3
69,3.17,3,1,1,2,Apartment,Private room,Roxbury,1
349,2.91,4,1,1,1,Other,Entire home/apt,Downtown,2
65,0.74,2,1,1,1,Apartment,Private room,Roslindale,2
190,4.37,6,1,2,3,Apartment,Entire home/apt,North End,1
292,1.2,6,1,3,4,Apartment,Entire home/apt,Back Bay,91
114,1.6,11,1,4,6,Apartment,Entire home/apt,Allston,4
130,0.18,4,1,1,2,Other,Entire home/apt,Beacon Hill,91
339,0.11,3,1,1,2,Other,Entire home/apt,Downtown,29
439,0.07,5,2,2,3,Other,Entire home/apt,Downtown,29
49,0.88,2,1,1,1,House,Private room,Hyde Park,2
79,1.42,2,1,1,0,Apartment,Private room,Allston,91
79,1.29,2,1,0,1,Other,Private room,Allston,91
109,4.09,5,1,2,2,Apartment,Entire home/apt,South Boston,2
99,2.63,6,1,2,4,Apartment,Entire home/apt,South Boston,91
190,0.31,6,1,4,4,House,Entire home/apt,Dorchester,31
180,0.26,5,2,2,3,Apartment,Entire home/apt,Downtown,9
150,3.96,5,1.5,2,2,Apartment,Entire home/apt,Roslindale,2
45,0.14,1,1,1,1,Apartment,Private room,Dorchester,30
130,1.48,1,1,1,1,House,Private room,Fenway,2
65,1.22,1,1,1,1,Apartment,Private room,Jamaica Plain,1
175,4.75,4,1,1,3,Apartment,Entire home/apt,Bay Village,2
55,0.34,1,1,1,1,Other,Private room,Jamaica Plain,91
125,9.68,2,1,0,2,Other,Entire home/apt,South Boston,1
190,2.94,6,1,2,2,Other,Entire home/apt,Roxbury,29
220,3.08,8,2,2,4,Apartment,Entire home/apt,Fenway,91
100,1.4,2,1,1,1,Apartment,Entire home/apt,Chinatown,30
99,6.1,2,1,1,1,Other,Entire home/apt,Brighton,1
100,1.44,2,1,1,1,Apartment,Entire home/apt,Chinatown,30
100,0.24,2,1,1,1,Apartment,Entire home/apt,Downtown,30
100,0.72,2,1,1,1,Apartment,Entire home/apt,Downtown,30
100,0.72,2,1,1,1,Apartment,Entire home/apt,Downtown,30
100,0.36,2,1,1,1,Apartment,Entire home/apt,Chinatown,30
35,0.14,1,3,1,1,Apartment,Private room,Roxbury,91
132,3.9,2,1,0,1,Apartment,Entire home/apt,North End,1
140,2.97,3,1,1,2,Apartment,Entire home/apt,North End,1
120,0.04,6,1,2,3,House,Entire home/apt,Jamaica Plain,91
195,3.34,3,1,1,2,Apartment,Entire home/apt,South End,3
349,1.65,4,1,1,2,Apartment,Entire home/apt,Beacon Hill,28
100,0.8,2,1,0,1,Apartment,Entire home/apt,Chinatown,30
100,1.24,2,1,0,1,Apartment,Entire home/apt,Chinatown,30
82,2.38,2,1,1,1,House,Private room,Allston,1
100,0.6,2,1,1,1,Apartment,Entire home/apt,Downtown,30
100,0.79,2,1,1,1,Apartment,Entire home/apt,Downtown,30
120,0.07,2,1,0,1,Apartment,Entire home/apt,Fenway,91
180,0.05,2,1,0,1,Other,Entire home/apt,Beacon Hill,91
275,1.45,11,2,4,8,Apartment,Entire home/apt,South Boston,91
95,0.2,4,1,2,1,Apartment,Entire home/apt,Allston,91
100,1.88,2,1,0,1,Apartment,Entire home/apt,Chinatown,30
44,3.44,2,1,1,1,Apartment,Private room,Dorchester,1
99,3.64,4,1,2,3,Apartment,Entire home/apt,Fenway,1
49,4.35,5,1,3,3,Apartment,Entire home/apt,Mattapan,2
129,0.67,4,2.5,2,2,Apartment,Entire home/apt,Downtown,30
129,1.43,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
65,1.08,4,1.5,1,1,Other,Private room,Dorchester,91
150,3.3,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
105,0.55,2,1,0,1,Apartment,Entire home/apt,Downtown,30
100,0.24,2,1,1,1,Apartment,Entire home/apt,Downtown,30
150,4.3,4,1,1,1,Other,Private room,Back Bay,1
129,0.47,4,2,2,2,Apartment,Entire home/apt,Downtown,30
100,3.76,2,1,0,1,Other,Entire home/apt,Dorchester,2
78,5.35,3,1,1,1,Apartment,Entire home/apt,Brighton,1
125,0.96,6,1,2,2,House,Entire home/apt,Brighton,28
67,3.06,3,1,1,2,Apartment,Private room,Roxbury,1
85,3.5,4,1,1,1,Other,Private room,Roxbury,92
35,0.1,1,3,1,1,Apartment,Private room,Roxbury,91
160,2.7,4,1,2,3,House,Entire home/apt,Brighton,2
129,0.45,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
129,1.72,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
49,1.82,2,2,1,1,Apartment,Private room,Roxbury,91
48,0.04,2,1.5,1,1,House,Private room,Brighton,180
42,0.1,2,1,1,1,House,Private room,Dorchester,91
50,0.07,2,1,1,1,Apartment,Private room,Dorchester,91
129,1.35,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
129,0.7,4,2,2,2,Apartment,Entire home/apt,Downtown,30
70,0.03,1,1,1,1,House,Private room,Allston,91
116,0.16,2,1,0,1,Apartment,Entire home/apt,Back Bay,91
35,0.95,2,1.5,1,2,House,Private room,Mattapan,91
95,0.14,2,1,1,1,Apartment,Private room,Dorchester,91
130,1.26,1,1,1,1,Apartment,Private room,West End,28
47,1.93,2,1,1,1,Apartment,Private room,Allston,91
57,4.27,2,1,1,1,Apartment,Private room,Allston,91
249,0.05,3,1,1,2,Apartment,Entire home/apt,West End,91
40,5.14,2,1,1,1,House,Private room,Dorchester,2
228,6.27,10,2,4,4,Apartment,Entire home/apt,East Boston,1
99,0.05,2,1,1,1,Other,Entire home/apt,Back Bay,91
132,0.27,2,1,0,1,Apartment,Entire home/apt,South Boston,91
65,1.61,2,1,0,2,Apartment,Entire home/apt,Mission Hill,91
132,0.34,2,1,0,1,Apartment,Entire home/apt,South Boston,29
132,0.37,2,1,0,1,Apartment,Entire home/apt,South Boston,91
200,0.51,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
69,1.93,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,28
100,0.59,2,1,0,1,Apartment,Entire home/apt,Chinatown,30
100,2.17,2,1,1,1,Apartment,Entire home/apt,Chinatown,30
103,1.37,4,1,1,1,Apartment,Entire home/apt,Mission Hill,30
103,1.6,4,1,1,1,Apartment,Entire home/apt,Mission Hill,30
103,1.26,4,1,1,2,Apartment,Entire home/apt,Mission Hill,30
103,1.07,4,1,1,2,Apartment,Entire home/apt,Mission Hill,30
103,1.34,4,1,1,1,Apartment,Entire home/apt,Mission Hill,30
975,0.1,7,2.5,4,5,Other,Entire home/apt,Back Bay,91
829,2.59,9,2.5,3,3,Other,Entire home/apt,West End,91
115,5.4,8,1,3,3,Apartment,Entire home/apt,Mattapan,1
41,0.38,2,1,1,1,Apartment,Private room,Charlestown,28
106,2.7,7,1,3,3,Apartment,Entire home/apt,Jamaica Plain,2
200,0.66,4,1,1,2,Apartment,Entire home/apt,Back Bay,91
200,0.79,3,1,1,1,Apartment,Entire home/apt,Fenway,9
170,2,2,1,2,2,House,Entire home/apt,Jamaica Plain,4
92,1.58,2,1,1,1,Apartment,Entire home/apt,Downtown,30
79,0.67,2,1,0,1,Apartment,Entire home/apt,Downtown,30
90,4.69,7,2,3,7,Other,Entire home/apt,Dorchester,2
72,2.19,4,1,1,2,Other,Entire home/apt,East Boston,5
149,5.23,6,1.5,2,3,Apartment,Entire home/apt,South End,7
49,11.55,2,2.5,1,1,House,Private room,East Boston,10
95,0.73,2,1,1,1,Apartment,Entire home/apt,Downtown,30
95,1.25,2,1,1,1,Apartment,Entire home/apt,Downtown,30
105,0.04,3,1.5,1,2,Apartment,Private room,Brighton,91
299,0.06,5,1.5,2,3,Other,Entire home/apt,Mission Hill,9
299,0.12,5,2,2,3,Apartment,Entire home/apt,Mission Hill,9
475,0.11,5,1,2,3,Apartment,Entire home/apt,Mission Hill,9
119,1.18,4,2,2,2,Apartment,Entire home/apt,South End,30
239,3.28,10,1,3,5,Apartment,Entire home/apt,North End,1
259,1.76,8,2,4,4,Apartment,Entire home/apt,Downtown,30
68,2.47,2,1,1,1,Apartment,Private room,Jamaica Plain,2
319,0.06,5,2,2,3,Apartment,Entire home/apt,Mission Hill,9
319,0.1,5,2,2,3,Apartment,Entire home/apt,Mission Hill,9
299,0.16,7,2,3,3,Apartment,Entire home/apt,Mission Hill,9
299,0.1,7,2,3,3,Apartment,Entire home/apt,Mission Hill,1
199,0.12,7,2,3,4,Apartment,Entire home/apt,Mission Hill,3
190,0.08,7,2,3,4,Apartment,Entire home/apt,Mission Hill,9
319,0.12,7,2,3,1,Apartment,Entire home/apt,Mission Hill,9
319,0.13,7,2,3,4,Apartment,Entire home/apt,Mission Hill,1
249,0.1,7,2,3,4,Apartment,Entire home/apt,Mission Hill,3
339,0.06,7,2,3,4,Apartment,Entire home/apt,Mission Hill,9
282,2.8,8,2,4,4,Apartment,Entire home/apt,Downtown,30
213,0.08,3,1,1,2,Other,Entire home/apt,Fenway,29
213,0.04,3,1,1,2,Other,Entire home/apt,Fenway,29
125,9.44,2,1,0,1,Other,Entire home/apt,South Boston,1
120,1.65,2,1,1,1,Apartment,Private room,Dorchester,1
229,7.72,8,1,3,3,House,Entire home/apt,East Boston,1
175,4.46,8,2,3,3,House,Entire home/apt,South Boston,1
49,10.72,2,2.5,1,1,House,Private room,East Boston,10
49,10.72,2,2.5,1,1,House,Private room,East Boston,10
49,9.83,2,2.5,1,1,House,Private room,East Boston,10
199,0.05,2,1,0,2,Apartment,Entire home/apt,Mission Hill,30
38,4.54,2,1,1,1,House,Private room,Dorchester,2
298,0.04,4,2,2,3,Other,Entire home/apt,Fenway,29
121,5.27,3,1,1,2,Apartment,Entire home/apt,Back Bay,91
199,0.05,2,1,0,1,Apartment,Entire home/apt,Mission Hill,3
102,0.64,4,1,2,2,Apartment,Entire home/apt,Downtown,30
102,0.7,4,1,2,2,Apartment,Entire home/apt,Downtown,30
45,4.6,2,1,1,1,House,Private room,Dorchester,2
80,0.04,4,1,1,2,Other,Private room,Jamaica Plain,91
289,0.11,5,2,2,2,Apartment,Entire home/apt,Mission Hill,3
219,0.17,7,2,3,3,Apartment,Entire home/apt,Mission Hill,2
129,0.17,7,2,3,3,Apartment,Entire home/apt,Mission Hill,2
219,0.06,7,2,3,3,Apartment,Entire home/apt,Mission Hill,2
100,0.36,4,1,1,1,Apartment,Entire home/apt,South Boston,91
40,3.14,2,1,1,1,Other,Private room,Dorchester,2
104,0.97,4,2,2,2,Apartment,Entire home/apt,Downtown,30
97,0.51,4,1,2,2,Apartment,Entire home/apt,Downtown,30
80,0.18,2,1,1,1,Apartment,Entire home/apt,South Boston,29
100,0.26,2,1,1,1,Apartment,Entire home/apt,South Boston,29
34,0.33,2,2,1,1,House,Private room,Dorchester,2
44,0.37,4,2,1,2,House,Private room,Dorchester,2
55,0.13,1,1,1,1,House,Private room,Brighton,91
120,1.9,4,2,2,2,Apartment,Entire home/apt,South End,30
200,0.16,2,1,0,1,Apartment,Entire home/apt,South End,1
200,0.15,2,1,0,1,Apartment,Entire home/apt,South End,91
100,0.27,2,1,1,1,Apartment,Entire home/apt,South Boston,31
68,0.76,2,1,1,1,Other,Private room,Roslindale,7
149,0.04,3,1,1,2,Apartment,Entire home/apt,Fenway,28
185,0.07,5,2,2,3,Apartment,Entire home/apt,Fenway,28
65,4.35,1,2,1,1,House,Private room,Dorchester,3
179,3.72,4,1,0,1,Other,Entire home/apt,South End,2
115,0.85,4,1,2,2,Apartment,Entire home/apt,South End,30
102,1.97,2,1,1,1,Apartment,Entire home/apt,South End,30
115,1.27,4,1,2,2,Apartment,Entire home/apt,South End,30
199,6.6,6,2.5,2,2,Apartment,Entire home/apt,South End,1
44,0.34,4,2,1,2,House,Private room,Dorchester,2
200,6.55,2,1,0,1,Other,Entire home/apt,Brighton,2
150,0.04,3,1.5,2,2,Other,Entire home/apt,Allston,180
58,2.96,3,1,2,2,Apartment,Private room,Jamaica Plain,2
200,6.7,2,1,1,1,Other,Entire home/apt,Brighton,2
230,1.79,2,1,1,1,Apartment,Entire home/apt,Fenway,1
95,5.69,2,1,1,1,House,Private room,East Boston,1
850,2.82,10,2,4,9,Apartment,Entire home/apt,Jamaica Plain,2
85,2.71,2,1,1,1,Apartment,Entire home/apt,East Boston,92
800,1.56,5,1,2,2,Apartment,Entire home/apt,Back Bay,91
250,0.71,5,1,2,3,Apartment,Entire home/apt,Back Bay,91
246,0.75,5,1,2,3,Apartment,Entire home/apt,Back Bay,91
65,0.04,1,1,1,1,House,Private room,Mattapan,91
47,0.07,1,1,1,1,House,Private room,Mattapan,91
99,0.94,2,1,1,1,Apartment,Entire home/apt,Downtown,30
89,1.38,2,1,1,1,Apartment,Entire home/apt,Roxbury,91
70,0.04,1,1,1,1,Apartment,Entire home/apt,South Boston Waterfront,91
210,4,5,1,2,3,Apartment,Entire home/apt,Dorchester,2
120,0.51,4,1,2,2,Other,Entire home/apt,Jamaica Plain,90
74,0.8,2,1,0,1,Apartment,Entire home/apt,Downtown,30
74,1.4,2,1,0,1,Apartment,Entire home/apt,Downtown,30
75,0.46,2,1,0,1,Apartment,Entire home/apt,Downtown,30
75,0.68,2,1,0,1,Apartment,Entire home/apt,Downtown,30
500,0.84,8,3.5,4,5,House,Entire home/apt,Charlestown,2
100,1.22,1,1,1,1,Other,Private room,West End,28
114,0.99,5,1,2,2,Apartment,Entire home/apt,Longwood Medical Area,91
209,1.64,8,1,3,3,House,Entire home/apt,Mattapan,91
325,1.06,5,1,2,2,Apartment,Entire home/apt,Back Bay,91
200,0.18,4,1,2,2,Other,Entire home/apt,North End,30
35,0.32,1,1.5,1,1,Apartment,Private room,Roxbury,31
150,5.03,3,1,0,1,Apartment,Entire home/apt,Back Bay,91
150,0.15,3,1,1,2,Apartment,Entire home/apt,Fenway,91
35,0.05,1,3,1,1,Apartment,Private room,Roxbury,91
225,3.6,4,1,1,2,Apartment,Entire home/apt,North End,2
50,0.09,1,1,1,1,Apartment,Private room,East Boston,91
90,0.57,1,1,0,1,Apartment,Private room,Longwood Medical Area,91
321,1.56,4,2,2,2,Apartment,Entire home/apt,Fenway,2
269,1.91,4,2,2,2,Apartment,Entire home/apt,Fenway,2
291,0.11,2,1,1,1,Apartment,Entire home/apt,Fenway,2
125,1.86,8,1,3,3,Apartment,Entire home/apt,Dorchester,91
159,0.31,3,1,0,2,Other,Entire home/apt,Chinatown,3
100,3.45,8,1,2,3,Apartment,Entire home/apt,Dorchester,91
275,0.17,4,2,2,2,Apartment,Entire home/apt,West End,20
109,0.41,3,1,0,2,Apartment,Entire home/apt,Chinatown,91
295,0.13,4,2,2,3,Apartment,Entire home/apt,West End,20
159,1,3,1,0,2,Apartment,Entire home/apt,Chinatown,3
119,0.56,3,1,0,2,Apartment,Entire home/apt,Chinatown,91
260,0.21,2,1,1,1,Apartment,Entire home/apt,West End,20
52,4.94,1,2,1,1,House,Private room,Dorchester,3
65,4.65,1,2,1,1,House,Private room,Dorchester,3
249,0.33,2,1,1,1,Apartment,Entire home/apt,Fenway,2
139,0.63,4,1,1,2,Apartment,Entire home/apt,Chinatown,9
149,0.94,4,1,1,1,Apartment,Entire home/apt,Chinatown,91
159,0.39,4,1,1,2,Apartment,Entire home/apt,Chinatown,91
199,0.33,4,1,1,1,Apartment,Entire home/apt,South End,1
229,0.71,4,1,1,1,Apartment,Entire home/apt,South End,1
149,0.98,2,1,0,1,Apartment,Entire home/apt,South End,1
149,0.98,2,1,0,1,Apartment,Entire home/apt,South End,1
65,0.04,2,1,1,2,Apartment,Entire home/apt,Allston,91
209,0.44,5,2,2,3,Apartment,Entire home/apt,Chinatown,91
285,1.35,4,2,2,2,Apartment,Entire home/apt,Fenway,2
280,0.39,4,2,2,2,Apartment,Entire home/apt,Fenway,2
110,2.38,4,1,2,5,Other,Entire home/apt,Roxbury,91
250,0.38,2,1,1,1,Apartment,Entire home/apt,West End,20
295,0.18,4,2,2,3,Apartment,Entire home/apt,West End,20
345,0.74,4,2,2,2,Apartment,Entire home/apt,Fenway,2
249,0.21,2,1,1,1,Apartment,Entire home/apt,Longwood Medical Area,2
251,0.88,2,1,1,1,Apartment,Entire home/apt,Fenway,2
250,0.36,2,1,1,1,Apartment,Entire home/apt,Fenway,2
247,0.08,2,1,1,1,Apartment,Entire home/apt,Fenway,2
287,1.01,4,2,2,2,Apartment,Entire home/apt,Fenway,2
180,0.46,2,1,0,1,Apartment,Entire home/apt,Fenway,2
251,0.49,2,1,1,1,Apartment,Entire home/apt,Fenway,2
184,0.4,2,1,0,1,Apartment,Entire home/apt,Fenway,2
194,1.04,2,1,1,1,Apartment,Entire home/apt,Fenway,2
33,0.33,1,1.5,1,1,Apartment,Private room,Roxbury,30
263,0.65,2,1,1,1,Apartment,Entire home/apt,Fenway,2
180,0.31,2,1,0,1,Apartment,Entire home/apt,Fenway,2
35,0.2,1,1.5,1,1,Apartment,Private room,Roxbury,30
249,0.44,2,1,1,1,Apartment,Entire home/apt,Fenway,2
251,0.54,2,1,1,1,Apartment,Entire home/apt,Fenway,2
249,0.21,2,1,1,1,Apartment,Entire home/apt,Fenway,2
180,0.63,2,1,0,1,Apartment,Entire home/apt,Fenway,2
87,0.1,4,1,0,2,Apartment,Entire home/apt,Fenway,91
180,0.74,2,1,0,1,Apartment,Entire home/apt,Fenway,2
324,0.31,2,1,1,1,Apartment,Entire home/apt,Fenway,2
62,3.28,1,2,1,1,House,Private room,Dorchester,3
58,4.73,1,2,1,1,House,Private room,Dorchester,3
249,0.24,2,1,1,1,Apartment,Entire home/apt,Fenway,2
299,0.83,2,1,1,1,Apartment,Entire home/apt,South Boston Waterfront,1
42,1.86,2,1,1,1,Apartment,Private room,Jamaica Plain,91
467,1.57,6,2.5,3,3,Apartment,Entire home/apt,Fenway,2
311,2.17,4,2,2,2,Apartment,Entire home/apt,Fenway,2
249,1.22,2,1,1,1,Apartment,Entire home/apt,Fenway,2
467,1.28,6,3,3,3,Apartment,Entire home/apt,Fenway,2
549,1.1,6,3,3,3,Apartment,Entire home/apt,Fenway,2
244,1.16,2,1,1,1,Apartment,Entire home/apt,Fenway,2
308,0.32,4,2,2,2,Apartment,Entire home/apt,Fenway,2
234,0.75,2,1,1,1,Apartment,Entire home/apt,Fenway,2
219,0.05,4,1,1,1,Other,Entire home/apt,Downtown,91
265,1.17,4,2,2,2,Apartment,Entire home/apt,Fenway,2
160,0.44,2,1,0,1,Apartment,Entire home/apt,North End,3
50,3.5,1,1,0,1,Other,Private room,Downtown,91
182,0.69,2,1,0,1,Apartment,Entire home/apt,Fenway,2
251,0.88,2,1,1,1,Apartment,Entire home/apt,Fenway,2
180,0.65,2,1,0,1,Apartment,Entire home/apt,Fenway,2
180,0.86,2,1,0,1,Apartment,Entire home/apt,Fenway,2
184,0.71,2,1,0,1,Apartment,Entire home/apt,Fenway,2
177,0.47,2,1,0,1,Apartment,Entire home/apt,Fenway,2
269,0.3,2,1,1,1,Apartment,Entire home/apt,Fenway,2
120,2.28,2,1,1,1,House,Private room,South Boston,2
242,1.94,2,1,1,1,Apartment,Entire home/apt,Fenway,2
180,0.69,2,1,0,1,Apartment,Entire home/apt,Fenway,2
50,0.16,1,1,1,1,House,Private room,Brighton,91
244,1.25,2,1,1,1,Apartment,Entire home/apt,Fenway,2
244,0.82,2,1,1,1,Apartment,Entire home/apt,Fenway,2
256,1.06,2,1,1,1,Apartment,Entire home/apt,Fenway,2
195,4.27,4,1,0,1,Apartment,Entire home/apt,Mission Hill,1
180,1.05,8,2,3,4,Other,Entire home/apt,Jamaica Plain,45
180,1.26,7,2,3,4,Apartment,Entire home/apt,Jamaica Plain,45
50,0.7,6,2.5,3,4,House,Entire home/apt,West Roxbury,1
195,5.52,4,1,1,1,Apartment,Entire home/apt,Roxbury,2
500,0.05,6,3,3,3,House,Entire home/apt,Charlestown,91
130,0.59,5,1,1,1,Other,Entire home/apt,Roslindale,91
29,2.38,4,2,1,2,House,Private room,Dorchester,2
29,1.91,4,2,1,2,House,Private room,Dorchester,2
315,1.29,4,1,2,2,Apartment,Entire home/apt,South End,3
222,0.2,3,1,1,1,Apartment,Entire home/apt,Downtown,91
19,2.49,4,2,1,2,House,Private room,Dorchester,2
100,2.61,2,1.5,1,1,Other,Private room,South Boston,2
63,1.62,2,1,1,1,Apartment,Private room,Roxbury,91
127,0.87,4,1.5,3,3,Apartment,Entire home/apt,Dorchester,91
45,1.22,1,2,1,1,Apartment,Private room,Dorchester,28
353,0.57,7,1,3,3,Apartment,Entire home/apt,Back Bay,91
325,0.57,7,1,3,3,Apartment,Entire home/apt,Back Bay,91
199,5.65,5,1,1,2,Apartment,Entire home/apt,Chinatown,1
120,0.65,4,1,2,2,Apartment,Entire home/apt,South End,30
120,1.78,4,1,2,2,Apartment,Entire home/apt,South End,30
100,0.9,2,1,1,1,Apartment,Entire home/apt,Downtown,30
99,0.21,2,1,1,1,Apartment,Entire home/apt,Downtown,30
300,0.51,4,2,2,2,Apartment,Entire home/apt,West End,20
125,2.99,2,1,1,1,Apartment,Entire home/apt,Dorchester,3
25,0.04,1,1,1,1,Apartment,Private room,Dorchester,91
60,0.59,2,1,1,1,Apartment,Private room,Dorchester,91
199,0.13,4,1,0,1,Apartment,Entire home/apt,East Boston,91
95,3.66,4,2,2,2,Other,Entire home/apt,West Roxbury,2
90,0.85,2,1,1,1,House,Private room,Dorchester,91
239,0.36,3,1,1,2,Apartment,Entire home/apt,Downtown,91
100,1.73,2,1,0,1,Apartment,Entire home/apt,Chinatown,30
275,5.86,3,1,1,2,Other,Entire home/apt,North End,1
250,0.27,2,1,1,1,Apartment,Entire home/apt,West End,20
32,0.32,1,1,1,1,Apartment,Private room,Roxbury,31
280,0.41,4,2,2,3,Apartment,Entire home/apt,West End,20
105,3.5,4,1,1,2,Apartment,Entire home/apt,South End,7
145,2.89,4,1,2,2,Apartment,Entire home/apt,Fenway,2
140,0.32,6,1,3,3,Apartment,Entire home/apt,Dorchester,91
275,0.86,16,2,5,11,House,Entire home/apt,Dorchester,2
239,0.46,7,2,3,4,Apartment,Entire home/apt,Mission Hill,91
220,0.25,2,1,1,1,Apartment,Entire home/apt,West End,20
39,0.09,1,1,1,1,Apartment,Private room,Dorchester,30
36,0.05,1,1,1,1,Other,Private room,Fenway,110
499,0.26,7,2,3,4,Apartment,Entire home/apt,West End,29
79,5.11,2,1,1,1,Apartment,Private room,Dorchester,1
79,6.68,2,1,1,1,Apartment,Private room,Dorchester,1
79,5.27,2,1,1,1,Apartment,Private room,Dorchester,1
79,4.62,2,1,1,1,Apartment,Private room,Dorchester,1
325,0.04,3,1,0,1,Apartment,Entire home/apt,Back Bay,91
56,4.04,2,1,1,1,Apartment,Private room,Roxbury,2
165,3.16,1,1,1,1,Other,Private room,South End,1
75,0.49,2,1,1,1,Apartment,Private room,Dorchester,91
180,0.55,4,1,0,2,Other,Entire home/apt,Back Bay,91
400,0.13,4,2,2,2,Apartment,Entire home/apt,Downtown,91
400,0.3,4,2,2,2,Apartment,Entire home/apt,Downtown,91
375,3.54,8,2.5,4,4,House,Entire home/apt,Jamaica Plain,2
180,3.6,4,1,1,2,Apartment,Entire home/apt,Back Bay,91
140,3.39,5,1,2,2,Apartment,Entire home/apt,Roxbury,1
265,1.22,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,1
180,0.15,4,1,1,1,Other,Entire home/apt,North End,91
115,3.5,4,1,3,3,Apartment,Entire home/apt,Fenway,2
250,2.51,6,1,2,2,Apartment,Entire home/apt,Roxbury,1
180,0.39,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,91
298,0.05,5,2,2,3,Apartment,Entire home/apt,Fenway,91
98,3.97,3,1,1,1,Other,Entire home/apt,Roslindale,1
100,0.1,2,1,1,1,Apartment,Entire home/apt,Roslindale,29
599,0.11,5,2,2,3,Apartment,Entire home/apt,Fenway,29
100,2.98,3,1,1,1,Apartment,Entire home/apt,Downtown,2
100,2.07,2,1,1,1,Other,Private room,Jamaica Plain,2
100,0.14,4,1.5,2,3,House,Entire home/apt,Mattapan,91
89,3.62,2,1,0,3,Apartment,Entire home/apt,South End,91
199,0.04,5,2,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.05,5,2,2,3,Apartment,Entire home/apt,Mission Hill,29
239,0.47,7,2,3,4,Apartment,Entire home/apt,Mission Hill,91
239,0.1,7,2,3,4,Apartment,Entire home/apt,Mission Hill,91
239,0.38,7,2,3,4,Apartment,Entire home/apt,Mission Hill,91
102,3.16,4,1,2,2,House,Private room,Dorchester,2
450,3.19,16,2,5,9,Apartment,Entire home/apt,Charlestown,2
64,2.24,5,2,1,2,House,Private room,Dorchester,2
400,0.44,4,1,2,2,Apartment,Entire home/apt,Downtown,91
400,0.3,4,1,2,2,Apartment,Entire home/apt,Downtown,91
400,0.52,4,2,2,2,Apartment,Entire home/apt,Downtown,91
400,0.04,4,2,2,2,Apartment,Entire home/apt,Downtown,91
50,1.71,2,2,1,1,House,Private room,Dorchester,2
599,0.22,7,2,3,4,Apartment,Entire home/apt,West End,29
300,0.47,4,2,2,2,Apartment,Entire home/apt,West End,20
240,5.4,6,3,3,5,Other,Entire home/apt,South Boston,2
40,0.99,2,1,1,1,House,Private room,Mattapan,1
45,0.08,2,1,1,1,Apartment,Private room,Brighton,91
400,0.34,8,3,4,5,House,Entire home/apt,Jamaica Plain,2
150,2.58,6,1,1,5,Apartment,Entire home/apt,Dorchester,2
149,1.78,5,2,2,3,Apartment,Entire home/apt,West End,10
179,0.68,7,2,3,4,Apartment,Entire home/apt,West End,3
189,0.53,7,2,3,4,Apartment,Entire home/apt,West End,2
349,0.11,7,2,3,4,Other,Entire home/apt,West End,91
319,0.11,7,2,3,3,Other,Entire home/apt,West End,3
80,1.84,3,1,1,2,House,Private room,Mission Hill,2
90,0.5,4,1,1,1,House,Private room,Mission Hill,2
130,0.78,5,1,1,3,House,Private room,Mission Hill,2
86,1.86,3,1,1,1,Apartment,Private room,Mission Hill,1
67,2.32,1,1,0,1,Apartment,Private room,Mission Hill,1
111,0.04,2,1,1,1,Apartment,Entire home/apt,Allston,91
150,1.77,2,1,0,1,Apartment,Entire home/apt,South End,1
45,0.62,4,1.5,1,2,Other,Private room,Dorchester,91
289,0.06,5,2,2,2,Other,Entire home/apt,West End,3
120,3.28,2,1,1,2,Other,Entire home/apt,Dorchester,91
80,2.61,6,1,3,5,Apartment,Entire home/apt,Dorchester,2
50,0.26,1,1,1,1,Other,Private room,Brighton,91
170,2.01,6,1,2,2,Apartment,Entire home/apt,East Boston,1
350,4.27,8,2,4,4,House,Entire home/apt,South Boston,91
154,1.66,6,1.5,2,2,House,Entire home/apt,Mission Hill,30
100,0.82,6,2,3,3,Other,Entire home/apt,Mattapan,2
75,5.52,2,2,1,1,Apartment,Private room,Jamaica Plain,1
450,4.14,10,3,5,5,House,Entire home/apt,South Boston,91
280,0.53,4,2,2,3,Apartment,Entire home/apt,West End,20
250,0.55,4,2,2,3,Apartment,Entire home/apt,Downtown,91
125,2.46,4,1,2,1,House,Private room,Dorchester,1
150,1.28,2,1,0,1,Apartment,Entire home/apt,South End,91
100,4.61,4,1,1,1,Apartment,Entire home/apt,Charlestown,1
100,5.85,3,1,1,1,Apartment,Entire home/apt,Brighton,1
120,3.16,2,1,0,1,Apartment,Entire home/apt,South End,91
150,2.6,2,1,0,1,Apartment,Entire home/apt,South End,91
170,1.23,2,1,0,1,Apartment,Entire home/apt,South End,91
